Kanji,Frequency倡,55
刮,55
邇,100
嵶,2
填,579
籍,3569
舸,25
面,42156
曚,4
老,9058
偉,766
炎,4879
粢,40
滅,4809
嚆,47
韶,49
陽,8188
守,9702
堕,471
釉,631
憐,326
嚙,65
滸,112
梅,5534
潦,38
護,9072
豐,8
我,7925
啣,22
莇,4
糠,524
穢,426
咬,273
夛,3
漾,7
嘱,247
牘,94
漉,730
鑼,101
諢,13
鍖,2
稱,5
鬨,172
獄,3264
侑,12
棍,86
怖,1338
冽,56
汞,121
帑,48
蔕,78
瑙,93
瞥,31
款,490
掃,1532
穿,519
椪,11
僮,22
腹,9779
艙,51
忱,6
鰒,42
弟,5719
疽,245
虍,50
舶,1937
諮,264
侫,3
幵,3
順,8296
粲,60
永,7329
試,7885
鱈,269
笳,15
碣,30
欒,101
閂,48
祢,298
橄,97
汲,896
蜂,1059
際,15344
除,7381
壼,10
拊,11
黎,169
芷,2
戔,146
攪,162
磧,110
壁,5542
娵,33
鵑,74
憶,1577
侘,218
嘛,25
鏗,19
蠕,69
桷,18
疊,4
嘻,6
愉,349
獲,1749
卻,13
痞,33
疲,1521
闌,134
閤,276
揣,32
宅,4139
振,9790
禿,382
僅,153
迚,42
丗,3
飮,2
敝,30
馮,117
蛾,516
黽,41
撲,3793
秡,2
裁,8378
拔,4
駝,140
就,2542
勤,4441
鷴,1
妬,499
楫,231
鴟,138
趺,101
軅,3
庵,2112
鞜,40
稲,4014
冂,53
袵,24
蕗,211
昔,7758
掫,5
瀾,197
杰,3
鉈,134
聰,122
惇,11
完,5295
琉,582
駛,18
溜,898
瑇,2
筥,180
剴,12
嫻,5
狐,1431
蔡,109
爬,356
盖,6
攸,10
聿,39
髟,77
髑,71
憾,173
裸,1146
蟾,71
恭,537
鮒,266
泱,2
御,33083
枸,112
槊,24
筬,80
滝,1611
瘠,78
蕩,525
査,6751
曲,21428
戍,61
鴪,3
可,7669
瘦,35
繋,1058
搔,87
乏,1841
強,21420
圓,7
磁,5127
兪,27
旆,21
蝲,2
葡,9401
叶,242
銷,88
乕,4
洶,22
済,10546
逹,3
黑,1
比,10309
叡,746
弱,5037
変,38297
膓,3
随,2575
骨,10936
耿,41
棘,398
秒,749
傅,236
嚼,131
甚,1310
萱,347
闘,3027
偓,2
覊,7
昌,852
欧,2395
罫,326
昿,3
俘,74
幾,2493
翦,7
譫,67
妁,20
决,4
畢,142
處,6
渊,4
怒,2456
軀,32
風,36951
竺,333
詈,67
矍,14
廸,4
擺,18
哨,194
觚,59
蘩,2
缶,691
嗟,95
遘,7
婟,2
氓,31
黒,14237
伐,1261
輸,4536
緻,383
須,2390
汝,773
蚤,170
寵,569
鮎,464
詞,25669
奎,73
鍛,1170
汀,228
欽,375
酘,6
烋,4
万,34398
臺,16
杳,34
聖,7051
匯,5
鑷,38
籹,2
槧,26
稔,89
久,5525
爵,954
誣,112
羽,9831
繡,30
繻,354
寐,61
逼,102
繦,40
仁,4219
暾,10
齢,3149
鱏,21
覃,12
迭,57
顕,1954
艮,86
綟,60
瑟,101
冬,8172
搦,180
瓸,2
娥,81
頼,6039
瘡,638
俶,16
猾,103
峨,725
珊,414
驢,110
瀏,25
鐓,3
猝,3
魍,23
愨,7
艤,40
扁,1470
鼻,5190
壊,2934
傷,5610
楤,4
潘,35
萢,2
蕘,17
刄,5
矮,200
編,10233
國,9
莪,42
聢,27
悳,9
鞳,11
斡,167
茶,13275
殲,19
藍,1747
竚,3
蹙,56
絨,278
閨,282
靦,16
店,7776
栲,76
紳,456
楔,297
黍,320
瑜,118
猴,133
瘤,399
鎧,1510
蘿,191
蓐,64
貴,6381
剄,12
剌,152
側,10831
漿,746
婢,311
擘,15
萓,2
苦,9262
縷,206
抗,5281
沁,133
鑪,16
互,6997
毅,245
獮,4
閉,4382
縞,1819
糒,48
畏,605
鑿,328
称,47569
蛹,143
醂,230
椈,12
誼,183
璢,3
様,17504
淄,1
隨,5
聘,108
燼,106
士,13622
憮,13
燔,25
榲,10
綻,159
騰,674
珂,84
售,7
孫,3496
褓,59
迂,242
裳,964
烽,101
絢,50
鰮,32
奚,39
嬶,76
韓,1975
柔,2823
於,309
鞠,456
嬰,269
杷,100
駕,1063
輊,14
唖,131
渡,12035
埔,22
省,8356
裹,175
智,2832
輻,271
鈑,18
売,16860
袁,104
賞,5859
寢,4
援,2525
訝,43
裴,30
滬,19
椚,22
人,207991
排,3145
斃,66
役,16869
形,102815
髏,71
剖,411
拮,140
液,9539
俐,11
眼,6747
左,11156
英,9367
牙,1202
透,3669
肩,3872
贏,77
爺,743
豹,329
螻,156
孱,15
霍,84
打,20279
羯,201
肭,23
佳,1231
痘,412
醯,16
萋,7
牾,56
楞,58
劾,123
胚,795
倔,8
遇,2065
流,32635
偽,2122
構,12127
溏,2
依,2194
婦,5681
稜,579
辰,1358
漣,61
笹,1076
枹,29
粁,12
餅,3349
騏,57
発,40199
漱,2118
哘,4
棲,533
鰕,14
煤,378
贊,4
咒,6
刺,6234
蝋,1233
晃,24
貳,4
翠,486
鏖,29
囀,88
淆,117
漏,1907
梹,3
蘆,1050
粨,2
翳,339
費,7129
單,8
灣,5
紋,4927
蒐,136
巍,40
燈,33
膜,4223
伎,6826
灬,2
漓,40
榨,2
惘,36
鷙,20
碼,27
綰,57
鮸,3
帚,1635
娯,344
腟,10
鑵,58
井,8203
寄,11522
輝,2307
需,1074
摯,24
鶴,2467
隼,140
土,28069
祀,1153
爾,658
震,3587
犢,75
馳,545
煖,58
潴,3
夲,3
櫑,23
呂,4848
覈,39
窖,25
賦,1251
雙,8
跆,2
履,2395
槵,2
畩,3
王,16948
淬,6
臙,100
呶,10
鐸,183
治,28521
啾,21
遍,1199
益,5827
謗,221
博,4065
苡,22
出,84312
犯,5816
吝,126
脯,21
昂,236
橋,6410
肆,138
驂,10
謫,107
厦,10
喇,171
蛛,667
蚩,26
殊,2481
嶬,2
廱,3
豚,1076
鱰,2
方,75835
框,171
饅,535
狄,166
佇,41
結,28728
眤,4
東,35638
亀,2132
韃,109
掾,339
麌,3
鉞,62
話,22919
篊,3
乾,6019
猖,17
鯤,25
猫,2345
从,5
飄,132
赧,24
崑,139
緕,3
駻,35
珠,2538
棊,53
椒,573
貌,1092
跳,1545
刪,64
採,4160
攩,4
砥,542
群,7113
柵,556
殆,92
芹,255
慧,836
儡,125
頸,1219
上,102150
唔,13
簷,60
辷,103
梵,2569
還,2531
漸,553
俏,3
濔,2
尓,11
且,177
檻,134
佃,160
空,22491
瑁,37
哢,2
套,386
晁,48
臂,343
胖,20
烝,28
族,12146
秩,1233
声,19611
絎,107
尠,25
獺,175
婀,27
站,51
坤,179
所,52858
宜,1081
鶲,47
倹,359
佞,183
貸,4253
鞐,24
蹂,54
竅,43
傑,600
溯,79
悩,2121
盥,152
当,28773
昧,717
繽,14
暝,6
跌,34
降,10987
蜑,108
豼,12
有,25498
遉,7
竹,11392
銘,1521
暹,67
閃,482
狃,2
酪,239
酬,571
僑,76
謡,5015
蛎,9
鉤,1135
欄,766
刑,5834
褞,25
揩,11
噴,1493
達,11859
棡,3
諂,58
焰,14
鱲,2
泌,1552
侏,89
磋,35
楮,254
深,11038
燻,357
視,7050
睚,27
慮,2543
朦,107
鰥,111
図,15050
焮,3
炊,1385
欷,25
惻,51
藤,8430
奸,422
鯖,204
勃,346
擾,102
鼬,223
障,6578
磆,3
疝,135
藩,3569
弉,207
諧,1877
糞,991
疇,144
梺,2
溝,1525
蝸,264
晴,2840
兎,849
粥,768
悼,211
堰,474
蓍,37
肬,8
規,10046
痎,2
僚,909
術,14187
尨,46
槝,3
剤,8062
兩,4
剥,994
嶷,8
灰,5069
冨,143
起,18978
鞋,345
拏,24
朧,327
屎,178
狎,47
霾,12
愎,13
螽,55
孒,2
隋,464
邏,81
指,18228
屈,3036
燭,664
尅,7
筱,3
冫,73
膳,1976
崘,4
飜,22
眞,6
嗽,98
彝,78
柴,1361
衾,242
棰,2
甦,44
萼,380
鬣,51
邁,104
促,2050
躔,3
葹,3
曉,4
笶,2
渣,34
澆,53
簪,132
大,128458
噌,1915
竄,151
貮,3
竣,129
林,8156
廐,4
闍,256
剱,9
籌,97
噎,67
鷄,4
鮮,4633
践,775
絞,1692
柆,2
滿,4
麕,14
磐,1115
鼯,8
箋,303
昊,38
臓,3538
癆,79
諳,55
鱓,6
侈,92
油,12058
鯣,58
軼,14
裡,233
艶,1164
嘩,561
壹,7
嬉,430
秘,4269
毟,63
悃,25
拳,918
淑,186
暄,33
梧,176
枝,6898
毀,403
鴒,87
網,5902
友,4596
伊,9483
咎,330
菩,2683
告,7522
殴,467
唹,5
輯,100
枋,45
汐,350
屍,326
袤,18
壷,6
饂,210
橦,4
櫃,530
森,3160
扶,796
垉,3
付,33399
愼,3
仞,79
袴,1706
栴,156
歌,40954
洄,2
掣,41
鉄,12543
渓,1230
鴇,50
襃,4
懦,64
羌,28
咲,3240
銑,294
嗣,504
掎,9
師,15163
伏,4021
濾,507
茆,2
目,54150
番,11373
致,3030
贐,15
憚,199
鰛,3
蓄,1430
鹼,24
杮,3
蔵,11888
屐,53
臠,11
巣,2474
粃,57
歛,2
寒,6043
菊,3209
載,3481
理,47753
册,4
咯,5
畷,37
跂,8
邸,1038
饑,82
沫,300
駈,263
竡,2
欹,3
卿,1856
掩,215
叢,818
實,4
敗,5052
蛋,887
四,50600
榮,5
認,7179
乱,8734
医,18632
鉅,28
秀,2975
鑛,4
華,8439
愍,64
毓,3
丼,272
愴,73
晰,61
替,7138
晩,2805
芎,4
岐,1969
篭,11
箔,789
熾,164
畝,536
末,15382
蹟,292
驀,41
臉,14
槹,6
蝟,24
嫂,37
窰,3
繙,31
朕,53
喩,1707
唐,9020
幌,286
浬,22
宛,639
縲,27
觝,21
廖,14
杼,77
醱,4
日,100957
匹,794
啝,2
惜,1803
蠡,41
幗,18
椨,8
睥,19
似,9942
瀆,6
超,4054
慚,76
插,5
揚,4320
謹,618
黯,27
首,20487
昃,4
無,31007
使,28888
瀬,3324
猪,981
擇,4
淦,70
炒,684
溌,66
祷,451
錢,4
傴,20
椿,694
殯,85
厭,633
悲,4613
尢,23
色,62739
邵,22
舍,6
訴,5185
鋲,282
肖,476
悉,429
檐,58
饉,203
哇,26
糈,2
靂,59
床,5969
僥,37
俣,139
害,11650
片,8863
楢,81
惡,5
持,26259
栞,148
恰,207
郤,17
遜,430
吼,96
滌,66
経,33250
郁,112
惰,263
蒴,6
屠,296
迹,380
旋,2480
卓,1272
蔓,1346
囑,4
題,12924
対,36504
沱,23
夏,15613
驛,5
羃,71
稈,101
彔,1
哭,139
稟,145
丘,1898
憲,3331
龝,15
錚,18
躇,89
豊,4677
恢,69
寔,37
做,127
墫,3
窶,109
室,11329
釘,1092
呻,72
惨,700
渚,127
薮,10
門,22302
鬥,23
慂,13
叱,485
埀,3
増,6474
咳,706
陀,2663
嗅,384
汢,3
燧,198
用,107212
甞,3
宙,2452
搾,668
貭,3
辱,686
蹄,505
挽,828
恒,1109
耽,201
厰,4
畛,3
鋪,99
癶,20
咋,56
搆,2
渾,225
佩,482
鏑,278
備,9396
洌,6
旨,1989
矢,6512
否,3537
希,1859
緤,2
歙,16
槍,1591
盟,2338
傭,296
箇,1371
桟,851
綜,208
逮,678
慫,13
瑠,10635
誕,1013
怪,2278
榾,72
宀,222
確,6721
侃,72
伶,103
蛍,967
迢,19
駐,1055
抽,1234
婿,735
覦,14
諍,120
逧,2
胯,60
樸,93
任,11683
馭,140
険,6082
扮,302
擊,1
咾,4
瓊,288
寂,1188
袰,2
貶,160
梓,361
壻,25
佝,30
畜,1890
錣,49
抵,2018
擧,4
跗,4
鯡,34
帋,5
豺,39
底,6711
緘,171
訐,12
臚,85
鶤,16
鈩,3
倶,466
略,28850
那,2139
圀,83
炸,102
蝣,60
祥,926
窕,21
癰,38
譲,3336
座,15797
櫚,182
艀,62
鷯,47
篏,3
凅,3
冗,616
駁,201
懣,39
跖,37
謇,13
藻,2993
勠,3
単,13056
劼,2
瘉,3
罪,9388
楣,9
禍,669
詁,86
衲,120
酊,42
僭,111
吮,3
牧,1813
閭,114
顴,26
赦,664
蹊,104
龜,13
淒,9
鬚,401
癢,27
杤,3
晢,3
擠,23
雷,2312
秧,56
惷,3
笞,142
菟,151
怯,172
旗,3508
晒,525
莫,527
卉,118
稙,28
讀,4
哀,1559
鯵,9
惴,3
岾,4
脾,191
蜉,73
潔,1037
盲,1195
句,11087
悔,1280
滔,39
潑,11
戰,4
誨,56
月,36828
郡,3135
鬟,17
懼,168
迎,2697
鳫,4
胥,68
瞹,2
硝,1254
討,3064
百,9073
反,17110
飾,8133
掲,1669
羹,418
解,19281
中,119659
咐,3
畳,2398
姜,163
糢,10
紘,29
囎,5
廢,4
曄,10
姻,665
嬢,365
緜,18
戎,377
湯,6388
莎,110
旃,35
珮,13
暫,470
旄,45
穂,3732
槁,26
探,3556
贔,135
也,1104
虔,78
惠,7
冦,4
渭,93
穣,95
焼,12119
囁,55
尸,328
緑,8013
亜,3324
化,59614
禊,160
案,6711
迦,1509
垰,2
拭,678
誑,76
貨,6454
俵,1278
怎,17
愬,11
謎,363
冱,50
糟,326
菻,4
虐,648
恥,2516
槐,302
奄,291
怩,18
糲,49
語,119130
筕,1
鞏,46
沽,97
辧,3
弌,9
陪,462
欣,184
汕,14
蝮,68
襭,2
笘,2
曼,722
訳,6226
檸,32
膺,58
稀,558
瓷,56
閑,1497
筅,153
葎,129
兵,11603
忰,3
禁,6215
仏,28274
臧,19
鷭,16
竇,41
焔,397
挂,106
悌,91
况,3
抓,122
窮,1309
鞨,49
緡,132
釦,58
髣,21
向,20249
尹,421
箙,211
刹,421
貞,2200
踰,46
熬,90
孤,1182
籤,359
歃,2
快,2889
瞋,133
椰,157
蹣,59
迷,2860
覗,320
雖,131
柬,13
區,6
剏,3
齎,17
擲,255
躄,62
禧,31
笯,1
蕚,3
乍,103
啻,16
蛇,2353
相,38497
苞,522
闖,17
樮,3
鴣,23
苛,389
薐,15
輅,5
哄,31
撥,1108
草,33800
事,95829
磽,32
叭,124
袈,441
增,1
租,1395
枢,1111
顏,2
籔,3
鰐,142
瞶,4
檪,3
噦,17
廰,3
暸,2
杏,664
辿,40
欝,9
髀,55
奨,594
及,5102
褫,15
腦,5
閥,637
肋,458
爨,50
礬,296
戉,6
謖,36
屓,115
檞,3
氣,7
扎,4
譚,302
貧,2864
堀,1854
蓴,78
盈,105
伯,1665
鱒,152
鉱,6388
鳶,450
甲,6123
誦,742
裑,2
嬪,51
鎺,2
遐,68
活,20328
班,547
慍,18
模,8284
擱,69
霤,6
甸,69
朸,22
竝,6
壥,3
飼,3035
皿,1602
萊,5
挾,7
緲,22
殃,53
柢,10
隙,941
重,28984
午,2384
衢,112
罅,106
卆,13
峠,695
蟄,123
纂,708
伜,12
創,7785
腿,305
口,43210
烏,3141
破,7360
渠,223
圸,2
荵,8
覩,9
騾,17
咆,31
鎰,51
談,5943
幡,1371
梻,2
羞,164
昼,2437
掬,176
衽,204
罔,77
颪,103
桔,220
沓,709
寶,7
戴,678
谷,5600
來,7
脉,7
戯,3440
韈,7
楚,790
五,55349
釣,4372
痙,468
蛟,52
寅,379
攵,109
鰍,42
偐,38
邌,8
蒭,13
鄧,2
柘,116
圖,5
沍,3
罕,55
慳,137
朴,632
衷,321
監,3889
鐐,53
療,4933
褌,355
集,54371
弯,3
峇,2
儼,41
竊,6
譽,4
叩,1170
朱,2596
旺,90
鰰,20
苗,1584
俸,472
闕,509
馨,95
弁,8912
寞,63
地,95856
吹,7837
哉,291
呉,2293
踞,125
赳,12
蚯,77
弗,264
轌,3
砲,3589
狗,813
燎,49
蜘,693
諱,249
舊,10
灌,1036
警,5062
筵,514
頽,282
鸊,1
亢,242
頁,297
沛,74
濹,4
匂,894
鴿,26
沙,2163
圉,21
嶝,2
故,6637
莢,322
峙,60
虻,150
非,9667
霧,2634
嘔,323
椹,15
阨,8
瑞,914
拒,861
踉,77
桙,76
梁,1813
冒,944
蚕,1712
鷸,128
状,38759
邊,4
志,5998
塼,2
閔,64
懴,3
槽,606
鯱,113
詩,13859
岱,56
式,27163
崩,2467
捷,317
鐡,3
崇,1316
潼,24
朖,17
縛,1393
趾,275
峪,20
髦,16
易,5899
鼈,269
閻,521
侮,349
霞,1099
韜,115
戡,11
仕,20170
縱,5
埣,4
虫,12909
鵐,48
撓,368
侍,4899
娼,746
樗,198
綫,10
杁,3
凶,1728
广,156
裾,1459
銜,248
鱚,32
顱,43
彼,20444
腫,2043
数,50225
忽,397
寓,427
蜊,21
茎,6319
赫,161
諭,520
洩,209
涓,44
覯,68
撼,27
杢,87
杪,49
梲,5
畫,8
固,9352
淝,3
晄,3
奬,4
筰,15
嬋,36
沼,2304
瞬,979
跼,67
岩,9220
率,6469
癡,21
豁,57
秣,111
昨,1450
閲,483
幇,210
鰄,19
藉,233
躍,2663
近,22563
次,16983
情,19358
骼,14
螯,13
扈,76
棗,176
髱,169
譬,246
撮,9270
縅,482
蟖,1
猷,71
歪,290
勣,6
笨,23
換,5798
嫐,8
腥,58
秤,1004
皐,149
婪,28
鍠,3
臟,4
浸,1861
菀,1
裟,442
濬,7
釆,31
躑,183
料,27541
狷,41
伽,1757
江,26319
朋,333
瘻,109
狆,29
潛,5
撫,768
耻,19
璃,10747
葮,6
噛,708
蠖,32
駑,64
廿,227
扞,23
襦,153
姓,6686
抂,4
你,1
佑,83
訛,1181
篋,48
派,15821
濂,28
岫,27
麓,916
叙,1694
鄱,3
核,4651
夸,5
瓩,27
域,9257
灼,172
茖,6
屑,962
迺,5
曰,570
肺,1898
冕,75
觧,3
畧,3
褥,194
冪,60
扣,75
稿,1588
芬,50
駭,70
聯,443
限,10035
云,1377
想,9973
戞,5
捜,1300
祗,68
藪,672
鷁,63
樏,3
煽,262
磲,6
硅,31
桍,2
香,10744
豕,134
靼,104
疳,142
楠,408
琺,57
惟,464
馬,20823
足,23853
罹,142
豢,3
楕,2090
黔,46
細,21434
徙,31
湶,2
樫,280
蒁,2
扼,81
宋,2365
襄,154
廝,23
殿,9794
腱,187
董,296
埓,3
孩,62
累,815
丙,144
郎,10257
其,3131
覽,4
詰,4146
甍,59
鰊,78
鑰,120
鮓,74
錺,37
榛,247
毬,383
宍,78
钁,5
薛,44
暉,82
揮,2085
膚,2588
捍,24
町,14164
戒,3724
応,13159
撈,22
鵡,121
灤,1
頡,56
彌,3
哺,1564
鯁,1
瑪,113
剿,34
顔,13245
蜻,1475
叛,331
檜,332
官,22485
絽,193
箚,45
湲,16
櫺,32
麼,58
堋,15
圜,22
撩,12
兆,1007
韋,238
僉,74
秦,1187
屆,3
陌,42
鑚,5
焚,829
酸,16602
鯛,906
曜,1294
苴,45
啀,15
苻,33
磬,120
専,4586
梘,1
塹,79
処,9273
投,9362
壌,863
濃,4880
紲,40
叉,1089
爭,7
殱,3
窺,159
燃,4153
火,22564
軣,3
癤,5
蔆,3
威,3412
微,4450
餃,36
箜,40
瞎,4
頻,681
熄,15
綬,348
囂,101
龠,10
幼,4990
隍,10
沚,2
坦,240
腭,16
倆,32
璽,269
肄,11
賤,829
筐,136
麺,575
皰,34
頌,340
鋭,2084
蜷,93
茹,188
當,6
懍,9
路,14016
雜,5
薔,245
卍,97
締,3794
笈,214
夊,25
行,96202
鞣,81
演,11693
遣,4753
繊,2968
愁,701
正,28462
熨,338
憫,153
枩,5
臨,4581
歡,4
以,24991
繹,123
恷,3
鹸,548
尻,2929
帽,2649
併,2114
実,32912
熏,14
思,30835
秬,8
合,74880
暑,2052
竜,5224
逎,3
庭,6508
匚,55
褝,3
鵤,30
枇,71
燕,937
烙,278
鮭,286
樋,666
礒,17
謨,142
悁,5
駒,2015
芥,1223
杜,735
診,1686
眴,3
貲,26
瀕,123
鶫,35
薑,335
萪,4
榠,10
嚇,132
子,102042
騠,1
繇,2
張,15902
針,5157
安,24444
麸,7
後,50827
胙,21
婚,5164
腮,42
奥,5113
拶,813
楝,72
蚫,2
膿,718
兜,1192
旧,8562
殪,9
腸,3188
苜,27
転,22493
琥,180
芍,82
猊,40
緇,87
籬,469
虎,2684
鬆,72
仇,543
閖,5
纖,4
好,13145
藾,2
眛,2
惣,522
統,11212
妛,2
棠,110
罧,9
抻,2
糺,102
怐,3
蔚,32
汰,811
項,3196
僕,1272
衂,3
鳩,1034
笊,149
煕,15
勞,4
欸,8
彁,2
迥,5
陬,65
杖,1476
駱,94
同,65857
倪,53
停,2352
涜,110
幻,1231
睿,33
虧,86
餐,330
贇,21
粐,3
鋩,30
稻,4
公,24653
濺,17
訃,89
壗,2
憂,1696
漆,2759
饋,54
芟,17
嶇,9
倍,2481
罠,94
遠,10175
奇,3413
憧,114
妍,48
精,11824
詣,1324
倣,476
甫,280
躅,208
貪,476
殺,7964
晟,8
賣,7
竿,1219
鱧,42
矗,18
碾,200
戻,3080
招,2079
槓,36
佶,18
梃,212
躰,37
廨,51
傘,1702
縹,247
擅,113
薀,29
牀,97
注,8809
孅,2
纜,58
驫,2
伝,24086
攴,124
瓚,1
渟,98
騁,8
崖,686
涅,552
冊,1959
梨,1681
縄,4619
鮗,17
蛩,13
據,6
糅,47
殫,3
咄,590
痿,9
醜,760
准,510
興,8309
碇,333
礦,28
蒂,3
原,38004
皋,3
竟,221
雇,1926
碩,144
寤,23
聒,3
鈎,43
甎,35
塁,1435
挺,232
摑,71
巖,6
蔣,1
羈,144
鏐,5
嵯,634
銕,24
剳,4
昴,64
団,12980
槇,8
怏,17
粛,560
給,15941
酥,47
蕈,50
粹,4
恙,76
堂,5836
跟,20
莚,68
睨,187
崎,5152
偖,8
隻,329
凌,313
轗,10
募,1057
痛,5844
樺,552
慣,4157
勝,12290
翫,153
麁,142
雁,1565
袢,156
剰,814
椴,23
斛,78
嫁,1747
鬢,803
耄,130
証,11415
斈,3
従,9319
喬,150
靜,4
気,64587
僣,4
十,21520
賓,559
襴,246
兄,4142
筈,418
淞,7
扨,131
俄,470
黛,105
鎬,208
萌,656
彗,225
鰙,5
徳,11600
額,6412
貍,46
穐,3
候,6315
未,7779
鑠,27
俺,238
芙,102
良,10711
孀,25
剛,2220
庇,749
開,24564
糸,13319
帝,7097
逑,12
椀,789
輕,4
綸,218
諷,543
抬,3
南,25301
部,90186
燠,44
餾,18
厘,270
素,19201
誹,953
筍,275
述,5058
鞭,772
貅,30
娘,3149
髷,927
拝,3151
柤,2
忌,3321
醋,79
蟀,102
硼,189
飯,4936
輿,1342
媒,1870
残,10494
邦,2171
胝,123
瘧,118
籃,126
甓,2
崗,265
感,21870
染,13092
臼,1193
味,20373
寿,2699
彙,332
鎹,43
搬,771
譯,4
惱,4
塲,3
幹,3043
裘,84
帙,144
賽,319
登,5808
柳,4544
這,855
凡,1332
跨,144
繖,30
險,4
茸,716
蠏,3
袪,2
嵬,15
般,8425
悒,28
咤,56
鬩,37
鈍,1371
書,65394
扠,72
夐,7
玢,4
穴,4455
燹,17
蔟,70
嘆,2320
鐶,129
撿,2
盗,3682
薰,1
匠,1412
蛮,992
慘,5
竢,2
飲,7906
讖,65
樂,8
嚴,6
謚,3
醢,55
蒄,3
殀,4
鈿,146
麾,74
薈,20
匡,154
絵,11623
鱇,107
慊,37
仮,8342
粋,1596
綠,2
鋏,449
膕,39
毒,5820
癒,605
離,12969
劬,6
瀧,4
篇,822
柎,2
嵒,5
凱,240
駘,27
猿,2806
鞅,81
歩,11053
浅,4282
蜒,63
析,2606
技,13052
萄,585
牌,583
營,4
墸,4
培,3784
蹐,54
檢,4
轂,100
紐,2022
階,7261
勦,10
尼,2095
泊,2143
喫,749
録,7555
再,6356
械,4843
无,61
蘖,49
釶,2
址,255
取,41030
政,30514
恚,107
妨,1056
殷,423
嗇,55
麒,118
淅,20
氛,14
瓢,454
拓,922
襞,166
念,10793
僂,61
菠,15
闃,27
找,2
畴,3
個,7989
工,21260
幟,352
埜,3
隊,5712
委,4108
襖,625
攀,176
嘸,22
疾,2196
字,202950
欲,4513
焉,255
壯,8
蝗,171
迸,47
承,4804
枡,728
鸚,163
亳,8
央,5664
塊,1737
晶,4081
灑,61
阜,750
房,6031
咀,102
拆,45
塰,3
艢,2
揺,1782
紊,83
九,25994
艝,2
罷,443
信,18469
軍,19912
禮,4
澣,67
難,14020
喋,69
陥,1263
躾,63
凄,162
枘,17
萃,34
硨,6
飃,3
埆,27
犬,4995
烱,13
祖,6317
躙,114
淕,2
謔,95
袒,62
苅,116
鱆,2
窠,3
頷,92
親,16978
藺,302
柝,86
遭,636
鹵,85
嘈,1
碑,819
度,37002
雫,198
是,2180
遷,1184
漕,1123
蒼,612
並,7688
慕,994
墓,2414
呰,3
學,8
榜,140
槿,219
浚,241
忍,2589
謙,1818
淋,478
濛,61
夘,3
舢,3
犇,48
苓,75
收,4
顯,4
瓱,9
鰲,5
薄,8206
喞,36
珍,1886
訖,21
渦,852
瀘,8
肘,639
弊,675
釖,2
描,6440
利,23585
辞,13567
誚,7
粮,86
襷,196
宦,85
塞,1677
評,6732
皂,1
疹,776
庁,4357
拱,153
罸,3
癧,12
玳,43
泓,5
鵇,3
氷,3978
鴛,115
蔗,145
狒,23
蕺,2
皆,2298
客,10283
峯,98
矣,36
繍,650
餡,621
騨,315
曖,117
紆,37
醸,747
尾,11163
旻,40
爍,12
庖,440
続,16045
腺,1803
躓,45
典,6689
胡,2609
栩,17
堆,1056
巾,2015
翹,67
悵,24
萠,5
淙,12
厖,31
俑,50
冲,79
鋳,1991
暗,6344
娜,28
妙,2936
什,287
錏,184
巴,660
夢,4574
柑,485
搗,612
奮,1308
讙,2
俎,254
瑛,12
関,35422
壬,411
紗,947
枅,1
紡,1365
薏,3
刋,2
蔘,4
偵,418
銃,2516
季,19151
敏,1171
萎,459
賻,10
歓,1032
写,9349
諄,28
峻,292
葯,78
犹,3
縦,3900
抹,415
俤,42
兢,42
彽,2
雹,64
埋,2209
覧,2625
慯,2
呍,2
蛸,388
賚,21
量,18948
罵,272
褻,260
寨,47
徴,4174
蟶,21
濫,515
勗,13
知,27043
閠,3
蘞,4
桜,4031
鉾,482
癜,33
鯰,130
麦,3852
纛,72
爛,363
鮪,114
櫞,57
苹,23
概,2787
港,4600
猛,1481
何,16005
褪,122
泳,1815
殖,3282
瀁,3
鯔,65
今,25531
洪,778
疒,1
恫,17
渋,1339
而,582
琢,117
泯,4
窓,2978
榊,249
宥,133
體,13
賊,1729
瓦,2137
撹,9
搜,4
穃,3
霽,89
鶺,86
娶,54
梳,351
銓,30
卒,2862
樝,2
禅,3729
鏈,83
厶,30
櫪,52
速,7982
欅,55
怛,7
囹,45
姐,64
畑,2356
殉,259
輩,1626
蹉,32
飛,11128
嵳,3
乙,1087
韮,125
鷆,3
荏,122
槲,47
縊,100
涸,239
罘,14
俚,346
艱,136
濤,215
花,40442
寛,3376
糯,231
調,19072
植,19874
跡,6048
敲,251
懈,90
垤,30
潸,24
棈,1
縻,26
浜,3470
斗,1887
播,1042
鈔,2425
恩,3142
曾,3589
磔,169
餮,12
詛,98
唄,2287
鶯,919
抉,130
饗,707
觸,4
胱,223
勹,54
鎗,42
沾,34
筌,128
歐,4
脂,4635
傾,5169
特,30946
洸,6
炬,258
迄,326
貘,14
鷺,396
逕,57
輓,72
逵,12
捐,117
国,104313
恵,3829
訥,126
暴,3291
堝,61
浣,140
鼇,17
舒,135
侵,1934
愕,101
礙,140
翊,6
岑,142
涌,241
萩,1075
屁,309
鎭,3
裕,688
龕,135
鏨,86
鴬,19
漫,1259
馘,36
崕,3
納,7563
懃,75
椶,28
擢,108
鍔,361
恃,55
頃,6809
蕁,78
悍,123
瓶,1865
筒,3470
賺,23
憊,54
蝉,865
係,11052
鎔,84
趁,3
現,29687
墺,53
鼾,47
翼,2487
霜,1732
嵎,9
